Order ID,Order Name,Order Date,Quantity,Rating,Price,Total Price
1028,Chocolate Milkshake,03/08/2019 19:42,7,"3,22","Rp34.922,00","Rp244.454,00"
1029,Japanese Ocha,03/08/2019 19:42,2,"3,07","Rp24.368,00","Rp48.736,00"
1030,Cappuccino Grass Jelly,03/08/2019 19:42,9,"4,32","Rp26.881,00","Rp241.929,00"
1031,Caramel Macchiato,03/08/2019 19:42,7,"1,66","Rp32.832,00","Rp229.824,00"
1032,Caramel Macchiato,03/08/2019 19:41,1,"3,64","Rp22.551,00","Rp22.551,00"
1033,Ice Blend Strawberry Javachip,03/08/2019 19:41,10,"2,58","Rp12.634,00","Rp126.340,00"
1034,Ice Blend Cookies & Cream,03/08/2019 19:41,6,"5,59","Rp23.676,00","Rp142.056,00"
1035,Lime Citrus Soda,03/08/2019 19:41,6,"3,53","Rp30.935,00","Rp185.610,00"
1036,Japanese Ocha,03/08/2019 19:29,3,"1,44","Rp29.633,00","Rp88.899,00"
1037,Orange Soda,03/08/2019 19:29,4,"1,17","Rp26.761,00","Rp107.044,00"
1038,Cappuccino Grass Jelly,03/08/2019 19:29,5,"3,55","Rp29.540,00","Rp147.700,00"
1039,Hot Dark Chocolate,03/08/2019 19:29,7,"2,49","Rp13.908,00","Rp97.356,00"
1040,Fresh Soya Milk,03/08/2019 19:28,10,"2,24","Rp11.518,00","Rp115.180,00"
1041,Lychee Tea,03/08/2019 19:28,5,"3,36","Rp16.884,00","Rp84.420,00"
1042,Fruit Tea,03/08/2019 19:28,10,"3,71","Rp26.803,00","Rp268.030,00"
1043,Avocado Juice,03/08/2019 19:28,2,"2,15","Rp15.479,00","Rp30.958,00"
1044,Mango Smoothie,03/08/2019 19:28,9,"4,77","Rp28.026,00","Rp252.234,00"
1045,Freshly Brewed Coffee,03/08/2019 19:28,5,"2,31","Rp22.728,00","Rp113.640,00"
1046,Christmas Cookie Frappucino,03/08/2019 19:28,4,"5,30","Rp13.549,00","Rp54.196,00"
1047,Lime Citrus Soda,03/08/2019 19:28,4,"2,18","Rp12.960,00","Rp51.840,00"
1048,Caramel Macchiato,03/08/2019 19:26,2,"3,65","Rp31.675,00","Rp63.350,00"
1049,Banana Smoothie,03/08/2019 19:26,5,"4,47","Rp27.415,00","Rp137.075,00"
1050,Matcha Milk Tea,03/08/2019 19:26,7,"5,31","Rp23.489,00","Rp164.423,00"
1051,Ice Thai tea,03/08/2019 19:26,3,"3,61","Rp33.630,00","Rp100.890,00"
1052,Ice Shaken Lemon Tea,03/08/2019 19:26,10,"4,79","Rp26.371,00","Rp263.710,00"
1053,Freshly Brewed Coffee,03/08/2019 19:26,3,"1,95","Rp20.535,00","Rp61.605,00"
1054,Ice Matcha Boba Latte,03/08/2019 19:26,4,"4,00","Rp14.398,00","Rp57.592,00"
1055,Condense Cold Brew Coffee,03/08/2019 19:25,1,"5,16","Rp23.404,00","Rp23.404,00"
1056,Mango Jelly Milk Ice,03/08/2019 19:25,2,"3,57","Rp19.260,00","Rp38.520,00"
1057,Caramel Macchiato,03/08/2019 19:25,3,"3,08","Rp28.620,00","Rp85.860,00"
1058,Banana Split Frappuccino,03/08/2019 19:25,6,"2,24","Rp22.602,00","Rp135.612,00"
1059,Avocado Juice,03/08/2019 19:25,6,"2,43","Rp12.634,00","Rp75.804,00"
1060,Chicken Eggstra,03/08/2019 19:25,8,"3,71","Rp26.863,00","Rp214.904,00"
1061,Chicken Drumstick,03/08/2019 19:25,9,"5,79","Rp27.379,00","Rp246.411,00"
1062,Bakso Goreng,03/08/2019 19:25,6,"1,31","Rp12.749,00","Rp76.494,00"
1063,Matcha Milk Tea,03/08/2019 19:25,3,"2,86","Rp16.461,00","Rp49.383,00"
1064,Nasi Mangga,03/08/2019 19:25,3,"2,82","Rp27.992,00","Rp83.976,00"
1065,Japanese Ocha,03/08/2019 19:25,10,"4,10","Rp30.447,00","Rp304.470,00"
1066,Orange Juice,03/08/2019 19:25,7,"2,51","Rp14.361,00","Rp100.527,00"
1067,Geprek Chicken,03/08/2019 19:25,2,"5,28","Rp21.559,00","Rp43.118,00"
1068,Mango Smoothie,03/08/2019 19:25,5,"2,94","Rp30.281,00","Rp151.405,00"
1069,Ice Shaken Lemon Tea,03/08/2019 19:25,8,"4,19","Rp28.987,00","Rp231.896,00"
1070,Condense Cold Brew Coffee,03/08/2019 19:16,5,"3,51","Rp29.329,00","Rp146.645,00"
1071,Bakso Goreng,03/08/2019 19:16,9,"1,31","Rp12.232,00","Rp110.088,00"
1072,Cappuccino Grass Jelly,03/08/2019 19:16,9,"2,11","Rp34.466,00","Rp310.194,00"
1073,Japanese Ocha,03/08/2019 19:16,9,"4,38","Rp10.363,00","Rp93.267,00"
1074,Chicken Drumstick,03/08/2019 18:37,1,"5,23","Rp17.706,00","Rp17.706,00"
1075,Matcha Milk Tea,03/08/2019 18:37,5,"3,93","Rp26.585,00","Rp132.925,00"
1076,Sup Kerbau,03/08/2019 18:37,10,"5,30","Rp15.839,00","Rp158.390,00"
1077,Caramel Macchiato,03/08/2019 18:36,3,"2,05","Rp12.097,00","Rp36.291,00"
1078,Banana Split Frappuccino,03/08/2019 18:36,8,"1,90","Rp22.792,00","Rp182.336,00"
1079,Avocado Juice,03/08/2019 18:36,2,"3,98","Rp33.070,00","Rp66.140,00"
1080,Banana Smoothie,03/08/2019 18:36,1,"4,97","Rp20.546,00","Rp20.546,00"
1081,Mie Pansit Dua Rasa,03/08/2019 18:36,5,"5,01","Rp19.647,00","Rp98.235,00"
1082,Orange Juice,03/08/2019 18:36,3,"3,83","Rp30.586,00","Rp91.758,00"
1083,English Rose Tea,03/08/2019 18:36,6,"5,88","Rp28.961,00","Rp173.766,00"
1084,Bakso Jumbo,03/08/2019 18:36,9,"4,03","Rp20.610,00","Rp185.490,00"
1085,Iga Iga Bakso,03/08/2019 18:36,7,"1,20","Rp18.001,00","Rp126.007,00"
1086,Soto Ayam,03/08/2019 18:36,8,"5,79","Rp23.279,00","Rp186.232,00"
1087,Ice Matcha Boba Latte,03/08/2019 18:36,4,"1,27","Rp10.252,00","Rp41.008,00"
1088,Christmas Cookie Frappucino,03/08/2019 18:36,5,"5,24","Rp10.743,00","Rp53.715,00"
1089,Ice Blend Strawberry Javachip,03/08/2019 18:36,7,"2,13","Rp32.793,00","Rp229.551,00"
1090,Kikil,03/08/2019 18:34,6,"5,45","Rp31.517,00","Rp189.102,00"
1091,Rendang,03/08/2019 18:34,7,"2,05","Rp22.218,00","Rp155.526,00"
1092,Condense Cold Brew Coffee,03/08/2019 18:32,2,"3,26","Rp12.182,00","Rp24.364,00"
1093,Kikil,03/08/2019 18:32,1,"3,78","Rp21.585,00","Rp21.585,00"
1094,Ikan Kakap Goreng,03/08/2019 18:32,8,"4,43","Rp15.617,00","Rp124.936,00"
1095,Ice Shaken Lemon Tea,03/08/2019 18:32,10,"4,02","Rp21.218,00","Rp212.180,00"
1096,Mie Pansit Dua Rasa,03/08/2019 18:12,7,"1,90","Rp23.875,00","Rp167.125,00"
1097,Mie tek-tek,03/08/2019 18:12,4,"2,82","Rp25.098,00","Rp100.392,00"
1098,Ice Matcha Boba Latte,03/08/2019 18:12,4,"5,84","Rp11.994,00","Rp47.976,00"
1099,Bakso Urat Kuah Pedas,03/08/2019 18:00,9,"2,04","Rp11.538,00","Rp103.842,00"
1100,Ice Shaken Lemon Tea,03/08/2019 18:00,8,"5,53","Rp29.458,00","Rp235.664,00"
1101,Bakso Telur,03/08/2019 18:00,4,"1,23","Rp11.539,00","Rp46.156,00"
1102,Cappuccino Grass Jelly,03/08/2019 18:00,6,"4,91","Rp17.402,00","Rp104.412,00"
1103,Pangsit,03/08/2019 18:00,7,"4,81","Rp15.835,00","Rp110.845,00"
1104,Caramel Macchiato,03/08/2019 18:00,3,"4,89","Rp29.531,00","Rp88.593,00"
1105,Avocado Juice,03/08/2019 18:00,6,"3,74","Rp19.747,00","Rp118.482,00"
1106,Banana Split Frappuccino,03/08/2019 18:00,9,"5,08","Rp25.601,00","Rp230.409,00"
1107,Mi Goreng,03/08/2019 18:00,1,"3,98","Rp19.369,00","Rp19.369,00"
1108,Bakmi Kriting,03/08/2019 17:58,6,"3,54","Rp22.726,00","Rp136.356,00"
1109,Mango Smoothie,03/08/2019 17:58,8,"4,94","Rp28.700,00","Rp229.600,00"
1110,Cappuccino Grass Jelly,03/08/2019 17:58,1,"4,90","Rp28.401,00","Rp28.401,00"
1111,Caramel Macchiato,03/08/2019 17:58,5,"2,06","Rp21.468,00","Rp107.340,00"
1112,Avocado Juice,03/08/2019 17:58,8,"2,26","Rp31.120,00","Rp248.960,00"
1113,Mi Gomak,03/08/2019 17:57,8,"1,67","Rp26.935,00","Rp215.480,00"
1114,Bubur Ayam Komplit,03/08/2019 17:57,2,"5,90","Rp20.891,00","Rp41.782,00"
1115,Sour Plum Tea,03/08/2019 17:57,9,"1,93","Rp32.686,00","Rp294.174,00"
1116,Cappuccino Grass Jelly,03/08/2019 17:57,5,"4,26","Rp30.442,00","Rp152.210,00"
1117,Fresh Soya Milk,03/08/2019 17:57,5,"5,48","Rp25.667,00","Rp128.335,00"
1118,Matcha Milk Tea,03/08/2019 17:57,2,"4,79","Rp34.014,00","Rp68.028,00"
1119,Sup Kerbau,03/08/2019 17:52,1,"3,09","Rp22.831,00","Rp22.831,00"
1120,Salad,03/08/2019 17:52,7,"4,93","Rp28.530,00","Rp199.710,00"
1121,Nasi Urap,03/08/2019 17:52,6,"1,22","Rp28.858,00","Rp173.148,00"
1122,Nasi Gepuk,03/08/2019 17:52,4,"2,50","Rp31.410,00","Rp125.640,00"
1123,Ramen Burger,03/08/2019 17:52,6,"5,19","Rp28.500,00","Rp171.000,00"
1124,Japanese Ocha,03/08/2019 17:52,10,"5,01","Rp11.332,00","Rp113.320,00"
1125,Freshly Brewed Coffee,03/08/2019 17:52,10,"4,14","Rp17.169,00","Rp171.690,00"
1126,Condense Cold Brew Coffee,03/08/2019 17:52,4,"5,50","Rp26.742,00","Rp106.968,00"
1127,Sate Ayam,03/08/2019 17:52,8,"3,66","Rp18.877,00","Rp151.016,00"
1128,Christmas Cookie Frappucino,03/08/2019 17:18,10,"1,72","Rp19.665,00","Rp196.650,00"
1129,Japanese Ocha,03/08/2019 17:18,6,"1,22","Rp20.610,00","Rp123.660,00"
1130,Matcha Milk Tea,03/08/2019 17:18,1,"4,09","Rp27.423,00","Rp27.423,00"
1131,Bubur Ayam Komplit,03/08/2019 17:18,8,"5,29","Rp20.499,00","Rp163.992,00"
1132,Caramel Macchiato,03/08/2019 17:18,2,"2,17","Rp31.756,00","Rp63.512,00"
1133,Indonesian Jamine Tea,03/08/2019 16:21,2,"1,13","Rp21.829,00","Rp43.658,00"
1134,Christmas Cookie Frappucino,03/08/2019 16:21,9,"4,16","Rp15.886,00","Rp142.974,00"
1135,Milk Tea,02/08/2019 20:23,1,"2,75","Rp15.212,00","Rp15.212,00"
1136,Condense Cold Brew Coffee,02/08/2019 20:23,8,"3,59","Rp31.414,00","Rp251.312,00"
1137,Fruit Tea,02/08/2019 20:23,5,"2,57","Rp23.309,00","Rp116.545,00"
1138,Matcha Milk Tea,02/08/2019 20:23,3,"3,68","Rp15.197,00","Rp45.591,00"
1139,Mie Pansit Dua Rasa,02/08/2019 20:23,7,"2,31","Rp25.930,00","Rp181.510,00"
1140,Indomie seblak macaroni,02/08/2019 20:23,1,"4,68","Rp14.459,00","Rp14.459,00"
1141,Penyetan sambel terasi udang,02/08/2019 20:23,6,"1,65","Rp27.289,00","Rp163.734,00"
1142,Japanese Ocha,02/08/2019 20:23,2,"1,29","Rp26.938,00","Rp53.876,00"
1143,Ice Matcha Boba Latte,02/08/2019 20:23,8,"2,50","Rp16.791,00","Rp134.328,00"
1144,Condense Cold Brew Coffee,02/08/2019 20:18,7,"2,07","Rp26.787,00","Rp187.509,00"
1145,Geprek Chicken,02/08/2019 20:18,3,"1,71","Rp17.009,00","Rp51.027,00"
1146,Matcha Milk Tea,02/08/2019 20:18,6,"3,63","Rp25.927,00","Rp155.562,00"
1147,Bakso Goreng,02/08/2019 20:18,3,"3,72","Rp33.101,00","Rp99.303,00"
1148,Christmas Cookie Frappucino,02/08/2019 20:18,6,"5,36","Rp11.125,00","Rp66.750,00"
1149,Japanese Ocha,02/08/2019 20:18,8,"1,77","Rp16.856,00","Rp134.848,00"
1150,Strawberry Milkshake,02/08/2019 19:33,3,"4,32","Rp23.374,00","Rp70.122,00"
1151,Matcha Milk Tea,02/08/2019 19:33,8,"4,59","Rp16.885,00","Rp135.080,00"
1152,Freshly Brewed Coffee,02/08/2019 19:33,10,"3,52","Rp16.297,00","Rp162.970,00"
1153,Japanese Ocha,02/08/2019 19:33,4,"4,86","Rp22.197,00","Rp88.788,00"
1154,Cumi Cumi Goreng,02/08/2019 19:33,9,"1,08","Rp17.648,00","Rp158.832,00"
1155,Caramel Macchiato,02/08/2019 19:19,1,"5,18","Rp31.121,00","Rp31.121,00"
1156,Nasi Gepuk,02/08/2019 19:19,9,"4,87","Rp17.380,00","Rp156.420,00"
1157,Cumi Cumi Gulai,02/08/2019 19:19,4,"2,65","Rp27.120,00","Rp108.480,00"
1158,Tumis Jamur Tiram,02/08/2019 19:19,10,"3,49","Rp14.832,00","Rp148.320,00"
1159,Purple Drink,02/08/2019 19:19,9,"5,49","Rp34.561,00","Rp311.049,00"
1160,Indonesian Jamine Tea,02/08/2019 19:14,10,"1,57","Rp32.822,00","Rp328.220,00"
1161,Cappuccino Grass Jelly,02/08/2019 19:14,9,"4,63","Rp14.942,00","Rp134.478,00"
1162,Condense Cold Brew Coffee,02/08/2019 18:41,8,"2,40","Rp19.720,00","Rp157.760,00"
1163,Fresh Soya Milk,02/08/2019 18:41,1,"3,71","Rp19.755,00","Rp19.755,00"
1164,Mango Smoothie,02/08/2019 18:41,5,"3,76","Rp30.153,00","Rp150.765,00"
1165,Capcay Goreng,02/08/2019 18:41,10,"2,80","Rp12.212,00","Rp122.120,00"
1166,Bakso Goreng,02/08/2019 18:41,8,"2,42","Rp21.866,00","Rp174.928,00"
1167,French Vanilla Tea,02/08/2019 18:41,9,"4,41","Rp34.186,00","Rp307.674,00"
1168,Oseng Kacang Panjang,02/08/2019 18:41,5,"1,90","Rp10.487,00","Rp52.435,00"
1169,Cumi Pedas Manis,02/08/2019 18:41,6,"1,80","Rp17.010,00","Rp102.060,00"
1170,Soft Drink,02/08/2019 18:41,10,"2,12","Rp30.721,00","Rp307.210,00"
1171,Pesmol Ikan Nila,02/08/2019 18:41,10,"5,30","Rp23.506,00","Rp235.060,00"
1172,Nasi Mangga,02/08/2019 18:41,8,"4,86","Rp28.538,00","Rp228.304,00"
1173,Ice Shaken Lemon Tea,02/08/2019 18:41,7,"4,14","Rp21.659,00","Rp151.613,00"
1174,Freshly Brewed Coffee,02/08/2019 18:41,6,"2,03","Rp23.754,00","Rp142.524,00"
1175,Orange Juice,02/08/2019 18:41,5,"3,73","Rp16.681,00","Rp83.405,00"
1176,Cappuccino Grass Jelly,02/08/2019 18:41,9,"4,24","Rp14.365,00","Rp129.285,00"
1177,Caramel Macchiato,02/08/2019 18:41,5,"1,36","Rp33.485,00","Rp167.425,00"
1178,Sate Ayam,02/08/2019 18:41,2,"2,96","Rp11.852,00","Rp23.704,00"
1179,Banana Split Frappuccino,02/08/2019 18:41,2,"4,90","Rp15.294,00","Rp30.588,00"
1180,Chicken Eggstra,02/08/2019 18:41,5,"4,12","Rp15.566,00","Rp77.830,00"
1181,Banana Smoothie,02/08/2019 18:41,8,"4,25","Rp29.982,00","Rp239.856,00"
1182,Avocado Juice,02/08/2019 18:41,10,"2,55","Rp22.079,00","Rp220.790,00"
1183,Cumi Sambal Hijau,02/08/2019 18:18,1,"3,46","Rp28.544,00","Rp28.544,00"
1184,Ice Thai tea,02/08/2019 18:18,5,"3,20","Rp23.990,00","Rp119.950,00"
1185,Nasi Mangga,02/08/2019 18:18,5,"2,98","Rp16.723,00","Rp83.615,00"
1186,Christmas Cookie Frappucino,02/08/2019 18:18,7,"5,09","Rp24.183,00","Rp169.281,00"
1187,Capcay Goreng,02/08/2019 18:18,3,"3,26","Rp11.374,00","Rp34.122,00"
1188,Caramel Macchiato,02/08/2019 18:18,10,"4,50","Rp14.546,00","Rp145.460,00"
1189,Ice Matcha Boba Latte,02/08/2019 18:18,4,"3,03","Rp12.514,00","Rp50.056,00"
1190,Mi Gomak,02/08/2019 17:57,8,"4,68","Rp34.033,00","Rp272.264,00"
1191,Japanese Ocha,02/08/2019 17:57,9,"1,81","Rp15.861,00","Rp142.749,00"
1192,Caramel Macchiato,02/08/2019 17:57,6,"5,42","Rp29.979,00","Rp179.874,00"
1193,Sate Ayam,02/08/2019 17:57,2,"2,52","Rp16.693,00","Rp33.386,00"
1194,Pepes,02/08/2019 17:57,2,"3,59","Rp14.321,00","Rp28.642,00"
1195,Condense Cold Brew Coffee,02/08/2019 17:43,3,"1,14","Rp30.333,00","Rp90.999,00"
1196,Banana Split Frappuccino,02/08/2019 17:43,4,"3,64","Rp19.852,00","Rp79.408,00"
1197,Sup Kerbau,02/08/2019 17:43,8,"3,55","Rp18.091,00","Rp144.728,00"
1198,Taro Milk Tea,02/08/2019 17:43,2,"2,33","Rp10.673,00","Rp21.346,00"
1199,Indonesian Jamine Tea,02/08/2019 17:43,6,"1,03","Rp31.830,00","Rp190.980,00"
1200,Mango Smoothie,02/08/2019 17:43,3,"1,98","Rp34.297,00","Rp102.891,00"
1201,Kikil,02/08/2019 17:43,3,"2,49","Rp34.002,00","Rp102.006,00"
1202,Fresh Soya Milk,02/08/2019 17:43,10,"4,76","Rp34.369,00","Rp343.690,00"
1203,Mi Gomak,02/08/2019 17:26,9,"2,79","Rp15.307,00","Rp137.763,00"
1204,Ice Matcha Boba Latte,02/08/2019 17:26,5,"2,31","Rp33.343,00","Rp166.715,00"
1205,Rainbow Cake,02/08/2019 17:26,9,"2,99","Rp20.556,00","Rp185.004,00"
1206,Cheese Cake,02/08/2019 17:26,10,"5,38","Rp31.595,00","Rp315.950,00"
1207,Orange Juice,02/08/2019 17:26,10,"3,07","Rp12.519,00","Rp125.190,00"
1208,Japanese Ocha,02/08/2019 17:26,5,"1,23","Rp25.918,00","Rp129.590,00"
1209,Ice Shaken Lemon Tea,02/08/2019 17:26,2,"5,22","Rp23.178,00","Rp46.356,00"
1210,Pavolva,02/08/2019 14:11,7,"2,87","Rp13.230,00","Rp92.610,00"
1211,Freshly Brewed Coffee,02/08/2019 14:11,8,"1,79","Rp24.795,00","Rp198.360,00"
1212,Ice Shaken Lemon Tea,02/08/2019 14:11,10,"1,90","Rp23.789,00","Rp237.890,00"
1213,Christmas Cookie Frappucino,02/08/2019 14:11,3,"5,76","Rp12.272,00","Rp36.816,00"
1214,Chicken Drumstick,02/08/2019 11:35,10,"2,37","Rp33.713,00","Rp337.130,00"
1215,Pangsit,02/08/2019 11:35,1,"1,67","Rp16.873,00","Rp16.873,00"
1216,Matcha Milk Tea,02/08/2019 11:35,2,"3,36","Rp34.937,00","Rp69.874,00"
1217,Soto Ayam,02/08/2019 11:35,3,"4,38","Rp25.018,00","Rp75.054,00"
1218,Ice Matcha Boba Latte,02/08/2019 11:35,7,"5,32","Rp27.630,00","Rp193.410,00"
1219,Pavolva,02/08/2019 11:35,4,"3,66","Rp28.662,00","Rp114.648,00"
1220,Christmas Cookie Frappucino,02/08/2019 11:35,4,"5,53","Rp27.976,00","Rp111.904,00"
1221,Japanese Ocha,02/08/2019 11:35,10,"2,40","Rp34.062,00","Rp340.620,00"
1222,Mie Pansit Dua Rasa,02/08/2019 11:35,1,"4,21","Rp13.152,00","Rp13.152,00"
1223,Strawberry Milkshake,02/08/2019 11:35,1,"3,13","Rp33.201,00","Rp33.201,00"
1224,French Vanilla Tea,02/08/2019 11:35,6,"4,39","Rp24.386,00","Rp146.316,00"
1225,Lamington,02/08/2019 11:35,2,"1,04","Rp13.042,00","Rp26.084,00"
1226,Black Forest,02/08/2019 11:35,7,"5,37","Rp27.418,00","Rp191.926,00"
1227,Tiramisu,02/08/2019 11:35,10,"5,74","Rp27.236,00","Rp272.360,00"
1228,Cumi Sambal Hijau,02/08/2019 11:35,3,"3,42","Rp18.376,00","Rp55.128,00"
1229,Madeleines,01/08/2019 20:42,2,"3,69","Rp17.263,00","Rp34.526,00"
1230,Pandan Cake,01/08/2019 20:42,7,"1,11","Rp20.440,00","Rp143.080,00"
1231,Lime Citrus Soda,01/08/2019 19:51,8,"4,53","Rp10.653,00","Rp85.224,00"
1232,Soto Ayam,01/08/2019 19:51,3,"3,51","Rp10.301,00","Rp30.903,00"
1233,Fresh Soya Milk,01/08/2019 19:51,7,"2,38","Rp20.387,00","Rp142.709,00"
1234,Christmas Cookie Frappucino,01/08/2019 19:51,2,"3,06","Rp26.008,00","Rp52.016,00"
1235,Japanese Ocha,01/08/2019 19:51,1,"1,25","Rp17.604,00","Rp17.604,00"
1236,Caramel Macchiato,01/08/2019 19:51,2,"4,67","Rp18.545,00","Rp37.090,00"
1237,Banana Smoothie,01/08/2019 19:51,5,"1,07","Rp19.846,00","Rp99.230,00"
1238,Banana Split Frappuccino,01/08/2019 19:51,6,"1,52","Rp25.459,00","Rp152.754,00"
1239,Rendang,01/08/2019 19:51,1,"4,45","Rp30.425,00","Rp30.425,00"
1240,Mie tek-tek,01/08/2019 19:16,3,"3,80","Rp31.804,00","Rp95.412,00"
1241,Ice Shaken Lemon Tea,01/08/2019 19:16,5,"1,92","Rp19.680,00","Rp98.400,00"
1242,Geprek Chicken,01/08/2019 19:16,9,"5,74","Rp23.038,00","Rp207.342,00"
1243,Bakso Goreng,01/08/2019 19:16,5,"5,72","Rp12.467,00","Rp62.335,00"
1244,Christmas Cookie Frappucino,01/08/2019 19:16,10,"3,55","Rp28.652,00","Rp286.520,00"
1245,Freshly Brewed Coffee,01/08/2019 19:16,6,"5,51","Rp19.746,00","Rp118.476,00"
1246,Caramel Macchiato,01/08/2019 18:45,1,"2,63","Rp34.900,00","Rp34.900,00"
1247,Tres Leches,01/08/2019 18:45,6,"2,33","Rp12.678,00","Rp76.068,00"
1248,Victoria Sponge,01/08/2019 18:45,7,"2,81","Rp24.231,00","Rp169.617,00"
1249,Lava Cake,01/08/2019 18:45,10,"1,49","Rp34.708,00","Rp347.080,00"
1250,Japanese Ocha,01/08/2019 18:45,3,"1,41","Rp32.597,00","Rp97.791,00"
1251,Milk Tea,01/08/2019 18:41,4,"4,97","Rp23.202,00","Rp92.808,00"
1252,Royal Cake,01/08/2019 18:41,1,"5,01","Rp29.779,00","Rp29.779,00"
1253,Chicken Eggstra,01/08/2019 18:41,3,"3,10","Rp34.885,00","Rp104.655,00"
1254,Nasi Mangga,01/08/2019 18:41,4,"3,76","Rp26.156,00","Rp104.624,00"
1255,King Prawn Shaslick,01/08/2019 18:41,8,"4,07","Rp11.453,00","Rp91.624,00"
1256,Victoria Sponge,01/08/2019 18:41,1,"5,57","Rp29.595,00","Rp29.595,00"
1257,Kikil,01/08/2019 18:21,8,"1,76","Rp18.943,00","Rp151.544,00"
1258,Sponge Cake,01/08/2019 18:21,5,"3,94","Rp21.594,00","Rp107.970,00"
1259,Sup Kerbau,01/08/2019 18:21,7,"5,39","Rp24.978,00","Rp174.846,00"
1260,Nasi Mangga,01/08/2019 18:02,8,"4,97","Rp16.911,00","Rp135.288,00"
1261,Christmas Cookie Frappucino,01/08/2019 18:02,7,"2,29","Rp20.524,00","Rp143.668,00"
1262,Salad,01/08/2019 18:02,10,"4,82","Rp17.886,00","Rp178.860,00"
1263,Fresh Soya Milk,01/08/2019 18:02,10,"2,46","Rp31.025,00","Rp310.250,00"
1264,Khamir,01/08/2019 18:02,4,"4,02","Rp34.883,00","Rp139.532,00"
1265,Banana Split Frappuccino,01/08/2019 18:02,1,"3,82","Rp17.225,00","Rp17.225,00"
1266,Chocolate Lava,01/08/2019 18:02,5,"5,65","Rp19.128,00","Rp95.640,00"
1267,Capcay Goreng,01/08/2019 17:59,7,"3,30","Rp28.059,00","Rp196.413,00"
1268,Christmas Cookie Frappucino,01/08/2019 17:59,4,"2,58","Rp16.759,00","Rp67.036,00"
1269,Apem,01/08/2019 17:59,6,"3,43","Rp25.921,00","Rp155.526,00"
1270,Nasi Mangga,01/08/2019 17:59,2,"3,40","Rp28.705,00","Rp57.410,00"
1271,Ice Matcha Boba Latte,01/08/2019 17:34,8,"2,46","Rp28.491,00","Rp227.928,00"
1272,Mi Gomak,01/08/2019 17:34,8,"2,83","Rp34.999,00","Rp279.992,00"
1273,Ice Shaken Lemon Tea,01/08/2019 17:34,8,"1,01","Rp33.169,00","Rp265.352,00"
1274,Caramel Macchiato,01/08/2019 17:34,2,"3,96","Rp13.936,00","Rp27.872,00"
1275,Tiramisu,01/08/2019 13:33,9,"1,58","Rp10.662,00","Rp95.958,00"
